"ID","count.99991","count.99992","count.99993","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,2927,149,12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,0,0,0,69999,58843,126008,7124,2096,19115,19385,1635,8364,69505,22247,149513,1000,39946,4346,17643,1741,335,1799,458037,36940,442617,"DE94"
