"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.99911","count.99912","count.99913","NUTS_ID"
1,144785,37086,1180257,27749,11276,443750,98296,16259,451217,25429,3808,182572,311,2,1614,"LV00"
