"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92993","count.99111","count.99112","count.99113","count.99311","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,609492,96211,3170486,7292,1226,22017,101419,9552,920511,104788,24100,516940,1169,407,14189,97765,14482,675708,30,6586,68432,9103,528341,632,112,6756,63710,4832,681088,130,44978,11426,397232,3,1197,180425,19230,2564480,2616,254,298485,"FI20"
2,1069448,245922,5402802,0,0,0,48093,8451,591704,31623,6877,266558,0,0,0,5643,497,74600,0,0,71757,12897,731267,0,0,0,17359,2234,182686,0,26376,6819,258199,0,0,38769,6830,566310,753,54,53397,"SE11"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,195,86701,14,2,9570,"SE12"
