"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,661651,121134,1836156,83992,61249,294061,115418,15030,154046,498,73,39033,55,67,17230,38890,7393,111715,1380,224,830,1138733,190086,4000512,144289,41216,2030402,97168,23078,104460,7656,986,133776,2680,737,127209,55493,9050,230327,1573,196,12697,3898,266,10502,6372,137,15858,169276,36858,345304,17088,1312,14688,4494,2641,25770,130728,37743,365266,11511,795,8383,17922,8656,102492,1127,757,11919,92,140,292,15949,"ITF6"
2,18960,1906,114091,0,0,0,3806,536,7193,79,18,7403,0,0,0,661,415,2981,0,0,0,228011,21697,1023519,0,0,0,218,127,1720,419,133,14948,0,0,0,4985,3936,118027,0,0,0,25,0,60,46,16,9039,14417,3279,58893,2170,728,7496,544,502,7550,11221,1896,42070,546,196,2764,1966,869,26971,0,0,965,0,9,11,2128,"ITG1"
