"ID","count.12111","count.12112","count.12113","count.12911","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.12912","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19993","count.39913","count.39993","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99993","count.12311","count.12312","count.12313","count.39111","count.39112","count.39113","count.39312","count.39313","count.39911","count.39912","count.92311","count.92312","count.92313","count.99111","count.99112","count.99113","count.99991","count.99992","count.92991","count.92993","count.99313","NUTS_ID"
1,580,37,1293,7,892,338020,853032,925028,79011,206871,261452,17061,26201,158519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL22"
2,37003,44160,417867,11347,149676,0,0,0,0,0,0,0,0,0,15391,20,314,1454,636,1261,179995,4891,44245,35647,8043,11631,96508,21410,25468,166015,366,222,288651,2057001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL23"
3,1380855,512585,5075659,288243,1417770,2611698,1274713,2863560,136775,124394,74997,90593,25548,469781,31028,744,182,5007,1002,151,155726,0,345431,1615,464974,426173,854135,156371,74335,318790,14978,7709,922752,469965,169304,95225,124459,261,123,4779,33,933,2350,2232,41135,61953,21344,482,536,6023,136,93,0,0,0,"NL32"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,1,11319,1769,0,0,0,0,0,0,0,0,23,4,78809,15977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL34"
5,323755,538267,1478633,45251,392132,1293923,2704367,2301191,252618,579440,505815,39694,64425,297001,35422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62696,78444,179132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL35"
6,1794544,564471,8269666,293349,2302203,2455331,2240004,3052381,356028,550970,251997,76131,30574,551394,58001,799,0,5794,2295,3309,382974,25060,0,0,231586,111383,1047651,63794,17847,433708,22784,7059,567550,153936,199174,80644,130356,0,0,0,0,0,0,0,30409,15481,48388,75,0,3446,11778,4189,18,404,22,"NL36"
7,14144,26710,109031,1834,51197,251,180,376,0,0,0,48,89,1568,3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115,15711,25174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL41"
