"ID","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.32121","count.32122","count.32123","count.11111","count.11112","count.11113","count.11313","count.12111","count.12112","count.12113","count.11311","count.11312","count.11911","count.11912","count.11913","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","NUTS_ID"
1,2041326,1154118,10564027,3586,12528,30862,31186,19117,585981,561234,487609,1648813,4812,13960,22752,1425,2783,49278,395,6422,10201,303,2440,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT33"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7043,14021,149094,2500,3,11,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE27"
3,1609583,662536,14346106,24787,36389,118430,17244,5478,316351,1361981,2890469,10768868,90408,158063,730082,24583,24896,885644,298423,530465,1273811,1565212,3964765,7072765,173191,465279,3341741,64302,1065912,1962037,15263634,4756,17109,1979,1350,85904,89646,165337,955877,64859,43627,1862301,27601,78036,143263,4704,11810,23195,29823,71275,149599,276,421,2865,23355,398666,1529580,3632310,41654,162821,479058,104264,232433,677178,3567,10083,95888,7481,12598,207480,"DE21"
