"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11211","count.11212","count.11213","count.11321","count.11322","count.11323","count.12211","count.12212","count.12213","count.11921","count.11922","count.11923","NUTS_ID"
1,351639,362103,2974958,30,5,32360,71866,113709,899424,11526,9358,106633,1360475,1111691,8326003,130973,30537,1476566,140447,159539,1075990,746,375,2114,28442,13065,278771,123,5,7372,0,0,0,0,0,0,0,0,0,0,0,0,"DED4"
2,1779,3104,64473,0,0,0,1354,1449,61122,0,0,153,23441,20589,268917,0,0,0,1412,1647,18675,0,0,0,6819,177,6626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEE0"
3,2493726,1028038,18562387,195493,22105,1466075,178219,171216,2044932,55141,13559,396381,2600624,929144,16783649,223502,31806,1375025,123224,111523,1260152,10034,1713,8765,65609,23819,502075,144,42,4814,183,492,1825,5011,1078,11599,1188,395,8417,0,0,0,"DEG0"
4,1081280,353647,5933136,331736,29818,1778316,20311,13443,178948,9843,2766,63087,1547658,1206441,9913559,70617,22631,306896,181908,147653,1003983,6379,1921,11166,18032,6891,163727,0,0,0,0,0,0,6229,21,4352,0,0,0,804,3,9193,"DE24"
5,25,0,353,0,0,410,31,0,54,0,0,0,850395,122616,2683641,33247,4022,72339,388669,85854,980243,0,0,0,8328,1180,70492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ04"
