"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11321","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31121","count.31122","count.31123","count.11322","count.12121","count.12122","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19921","count.19922","count.19923","count.31111","count.31112","count.31113","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32921","count.32922","count.32923","count.39121","count.39122","count.39123","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.11311","count.11313","count.12321","count.12323","count.91321","count.91322","count.91323","count.99991","count.99993","NUTS_ID"
1,2674218,341060,5474365,606193,57009,2303925,516083,48376,915291,53680,8063,38675,23,4977,23397,2329,44508,7615,45,30190,88953,37515,257314,1973,16101,8225,62006,438,166,12485,592,7,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES41"
2,13409,3742,19227,2688802,290293,4730059,0,0,0,0,0,0,10065,39119,0,0,0,43540,6190,133175,0,0,0,59366,0,0,0,0,0,0,2873132,687516,3089673,816,80357,5475,1097,131,4964,5641,4414,20319,4830,2598,14366,17424,6270,41646,3185,1300,5515,26467,8178,57969,125469,32986,53268,783,98,1619,2391,1160,10646,1153,395,5009,280828,105517,311235,54913,17431,183831,39114,9679,42526,25116,6602,200776,16858,5881,30948,11431,2563,67056,0,0,0,0,0,0,0,0,0,"ES13"
3,831573,124885,1132424,3865434,325594,13003834,0,0,0,1447,199,3354,6537,59058,10168,1196,26141,204376,31844,747369,0,0,0,406554,0,0,0,0,0,0,351458,137360,506889,271,163023,15012,12956,3997,135213,22600,3305,78964,6549,2569,62495,11108,1960,16434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63426,4235,190355,16346,1290,74690,9811,1170,5492,1040,170,1092,18159,2624,19572,23916,2200,64900,197,3603,209,1625,478,105,1917,154,1660,"ES21"
