"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,4372302,741104,28460945,669007,373538,20143383,41889,8693,97584,63087,11568,552275,847452,309447,6504707,55103,31005,876199,2395,1991,16948,121767,18101,961422,"FRF2"
2,3536573,535744,24573012,442719,63757,3154453,7035,1589,27525,14750,1695,91066,666373,106345,1344896,14148,2794,55994,13858,1728,12265,7415,1098,41256,"FRF3"
