"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19993","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.91991","count.91992","count.91993","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99193","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,3664042,885834,29707395,163289,20580,1411083,1263,472,5765,144189,36955,1079507,124444,31764,860828,6377,503,35168,9790,1169,201322,3512,779,32466,6559,1816,193763,106,564427,116670,4478410,1034,108,16358,210,23,2267,15059,2323,77618,145,8,1477,267467,66477,1802316,1198,292,1010,2819,953,31825,40741,9372,340665,2196,243,5449,14456,3513,83123,5415,562,53232,14983,2283,47363,3,107,43,1003,11393,2291,156260,117,61,4115,"ITF4"
2,4305,908,41555,0,0,0,0,0,0,0,0,0,39303,8503,242561,0,0,0,3056,95,32868,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350,2762,43238,383,7,28738,0,0,0,0,0,0,0,0,0,2043,0,0,0,"ITF5"
