"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99213","count.99911","count.99912","count.99913","count.11311","count.11312","NUTS_ID"
1,5669457,614667,29693722,611548,50787,3079945,2500,186969,42865,1087406,439794,99967,5855820,51629,4037,283284,65227,9592,495193,2584,1771,20446,17,72,176,11980,3560,117448,37655,14534,703367,9195,799,64162,7726,3987,115066,11557,2459,20913,3925,1635,155597,2866,1381,16841,158,3880,2920,59991,0,0,"ITF4"
2,302507,45960,3669726,15623,1639,121163,2497,6602,731,29605,145124,19637,1357010,6714,293,30505,11206,869,57930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"ITF5"
