"ID","count.11131","count.11132","count.11133","count.11231","count.11232","count.11233","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12931","count.12932","count.12933","count.19131","count.19133","count.19231","count.19232","count.19233","count.19931","count.19932","count.19933","count.91131","count.91132","count.91133","count.91231","count.91232","count.91233","count.91931","count.91932","count.91933","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99131","count.99133","count.99231","count.99233","count.99931","count.99932","count.99933","NUTS_ID"
1,502696,17603,4243182,774534,39244,8950013,8629,1121,264573,172286,13655,2116034,2412424,42120,14848909,21391,2702,169619,1762708,67057,18412651,33820,2239,704804,19,1643,14,7,2294,1236,17,26311,18187,63,90056,16021,545,159260,6647,39,105159,181627,1969,717313,55248,2259,488558,10980,280,218451,544,20604,1156,10939,2595,2,67494,"ES61"
2,16234,197,209816,37472,1137,526812,7,0,6874,0,0,0,156850,3549,2554841,0,0,0,276807,9510,4869880,5030,362,101077,0,0,0,0,0,0,0,0,33,0,7721,383,15,17341,28,2,9560,3481,118,107690,5341,166,209152,889,47,69049,0,1520,0,0,25,0,12469,"ES62"
