"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.91993","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92993","count.99111","count.99112","count.99113","count.99311","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,1352594,728003,3227844,10273,2595,51294,66843,49716,177943,13004,922,215561,12175091,3923536,29116866,31429,3061,43488,3377278,1517512,9061872,76313,26716,677356,1226,34,21203,237,4198,819,43,72040,1043127,800786,1389759,43307,21087,52546,48256,43961,159472,9964,8379,50831,4196834,1439642,6212593,24702,3510,40608,1730611,562695,1790308,23140,16001,121663,1411,41535,17584,131412,2254,2422,14415,3300,581,61387,258,238478,34879,1074715,2041,343,5125,731,183,7561,28397,5548,272374,298,9367,362,97,20455,1,887,1138,133,92524,253,1,7969,"ITG2"
