"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.32211","count.32212","count.32213","NUTS_ID"
1,5123113,1541264,17820178,38127,16711,149176,143592,29366,576477,379,145,1976,3054,367,1579,14191,3313,57911,770752,179524,1721969,13691,3387,35983,20923,6729,92591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,731811,146063,1324527,392434,79032,445792,4510,419,11277,0,0,0,0,0,0,9395,1438,35748,921693,129298,1257474,503,14,777,27156,3987,103168,2675609,763820,6770695,15464,2333,17535,736916,276069,1558234,13361,5305,144825,42547,10538,35983,366073,76716,292926,81529,12765,89545,3000,1092,1358,22083,3552,15065,2084,352,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI2"
3,8247993,2533750,20165587,1607817,612558,2976818,333086,76021,1604729,144216,37617,471742,47373,19571,27495,34578,7795,155885,659094,254419,1666021,22037,7276,93880,33818,15265,218018,1083435,721206,2809523,36746,16689,22034,399327,352112,544612,1452,702,7846,524726,284282,701070,149237,48485,335139,126318,87887,245840,15502,13403,16646,103498,116135,154910,762,1254,9284,19702,11727,28042,18118,3817,42515,18125,19563,30814,5490,1180,15984,11093,7214,6689,6401,7807,8762,1263,1164,13573,680,1872,3194,"FRJ2"
4,0,0,0,642,237,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16662,16413,68743,0,0,0,10181,17161,11544,0,0,0,0,0,0,0,0,0,74227,50661,198473,0,0,0,54300,48356,107934,0,0,0,347,92,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRK1"
