"ID","count.11921","count.11923","count.12923","count.19923","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.99921","count.99922","count.99923","NUTS_ID"
1,8,1198,1349,1247,21,1,11197,2,35,14183,33,2,24507,"HR03"
