"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,3688138,1973514,14719683,1484080,502782,11094682,97947,6385,724916,"PL92"
2,601469,183019,2544039,139857,42417,1308729,2434,36,31164,"PL62"
3,5032013,3430032,46586593,348431,182708,3438214,172631,40548,1623539,"PL61"
