"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.12311","count.12312","count.12313","NUTS_ID"
1,76485,10741,572369,353,80,53691,230799,81705,2390871,11376,1355,300217,0,0,0,"BG31"
2,332052,47896,1917093,6017,1116,20187,765077,97077,6565192,29576,2031,612169,946,47,4007,"BG32"
3,1791,380,49054,1218,148,43381,8005178,1516321,65601691,263019,36139,1540152,375268,58210,5995683,"RO31"
4,0,0,0,0,0,0,266385,121525,1514437,18554,6089,153906,23,3,4974,"RO32"
5,0,0,0,0,0,0,30825,3140,205316,2625,207,8894,48,36,44855,"RO41"
