"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19121","count.19123","count.19911","count.19913","count.19921","count.19922","count.19923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91121","count.91122","count.91123","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99111","count.99112","count.99113","count.99121","count.99123","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.11321","count.11322","count.11323","NUTS_ID"
1,314607,82126,675626,12651,4920,7785,669,369,11462,50131,6444,78238,3966,1223,2330,414687,138170,823613,176160,12684,380179,3203,960,11787,27701,5183,70297,10879,118,12048,2162,21,15605,26,1966,2520,23295,309,15,1914,7434569,1532107,4356827,607804,34262,115736,217,17,2039,365570,54775,187935,1673,207,370,30808,2862,75628,593,575,1623,5366340,1502163,3567725,869034,100792,302677,5466,3670,20141,119649,23097,43190,1920,513,67,40331,18453,80521,5662,281,5431,123,8,2778,35,202,783,107547,26843,101921,12702,1429,17841,38553,12895,46085,114346,42541,181984,7075,83,9113,3422,297,1281,50795,16635,105136,3399,217,3184,74,1,224,6,247,410,128,9410,216,40,3766,0,0,0,"IE06"
2,0,0,0,349178,2708,138278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633388,86231,217349,1821566,48190,391125,0,0,0,21587,119,9557,31127,2391,9934,1111,79,3974,4139,175,8854,794540,205408,193460,11195237,680383,1968129,0,0,0,66389,13818,16678,479660,34343,219960,2376,284,20793,58051,6712,189110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46801,173,29244,"IE04"
