"ID","count.11111","count.11112","count.11113","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,555164,31141,2305814,218,4782,1197,67,3463,9621445,218584,46663293,551686,326,4372063,331435,3078,2305658,"FI1D"
2,59275,998,118466,0,0,1209362,60,1243131,449360,8193,1048667,6425,1,5999,11850518,207717,16822414,"NO07"
