"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,1614292,1853324,17150582,5429,3093,54601,6359,6323,90564,39017,34508,544445,800630,1330590,8040083,1299,1662,17632,2137,3117,33500,54880,32604,428065,0,0,0,0,0,0,"DEA4"
2,1657588,1212979,19650965,13645,6376,140845,2921,2854,68916,69069,16332,286218,2922065,3410740,25287239,197,1,2720,3128,3234,117947,59313,27753,860686,0,0,0,0,0,0,"DE92"
3,706,18,6764,0,0,0,0,0,0,0,0,0,379567,501632,2474756,0,0,0,38,10,12452,3579,440,13481,0,0,0,0,0,0,"DE93"
4,201404,401519,3364393,0,0,0,2105,3787,77528,2944,5415,38659,359313,510852,3136711,0,0,0,1178,3178,11324,10845,6712,56035,24972,83493,327823,142,290,3468,"DE94"
