"ID","count.11111","count.11112","count.11113","count.11911","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.11211","count.11212","count.11213","count.11912","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92912","count.99991","count.99992","count.99993","count.11311","count.11312","count.11313","NUTS_ID"
1,46444,57,271124,2,7,291466,6180,1152064,623,8,2338,73,18,4909,606,33,6274,1167,486,21103,388,18,1025,507,167,9777,5843,1087,62407,193,114,2379,200,772,2637,545,23718,776,299,3896,75,31,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL63"
2,1103225,138101,8034077,53255,258513,301669,105850,2536413,153458,41719,788725,219,7,19774,16347,4089,89873,36018,711,287524,8181,6,8044,36357,1684,192096,2219,30,17301,0,0,0,3923,26663,7442,123,93171,0,0,0,15226,300,122772,388982,66415,1466848,4383,31728,12865,332165,30821,5354,199828,6282,1294,154920,27,1312,729,14927,0,0,0,"EL64"
3,3393495,501621,19862614,56212,356919,1665489,388844,12197338,155064,50692,1236113,37690,12930,86295,30101,10113,307938,11559,6507,293539,2957,2066,51164,11348,4091,171265,37386,28444,364040,15678,8876,90070,17116,163267,8002,1264,226686,2736,180,10501,6573,469,141596,413446,60099,1999753,9104,37189,2968,509345,4271,630,55746,1152,94,32868,8526,3166,226,6168,38677,13459,39949,"EL65"
4,166353,56156,3408038,2569,14390,24340,18231,394366,129356,14297,222931,2,0,12498,4706,734,8046,4,7,576,0,0,0,54,120,2707,7500,8515,223731,1812,333,5191,1069,18710,2285,976,95239,621,30,2081,13489,2703,263519,194824,39446,631790,781,21789,5369,729185,91577,10299,201727,14377,4495,109375,522,3423,186,39943,0,0,0,"EL30"
