"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.12131","count.12132","count.12133","count.12931","count.12932","count.12933","count.19131","count.19132","count.19133","count.19931","count.19933","NUTS_ID"
1,207594,68348,2377845,62,201,7297,10031,3667,32463,8772,1723,9592,2000,476,4327,72058,37098,170748,1940,1659,1583,5315,8738,12479,5988,11338,5980,8727,0,0,0,0,0,0,0,0,0,0,0,"BG33"
2,34432,13199,237842,0,0,0,8563,2088,23657,0,0,0,0,0,0,22752,7326,145475,0,4639,3787,49982,59,29,2635,241,75,1458,10343,2138,93701,554,22,2205,723,270,429,613,45,"RO22"
