"ID","count.11111","count.11113","count.11313","count.11913","count.12111","count.12112","count.12113","count.12311","count.12313","count.12911","count.12913","NUTS_ID"
1,15116,687291,5000,2209,34032,7,1645401,94,29406,260,21531,"FI1D"
