"ID","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31221","count.31222","count.31223","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32221","count.32222","count.32223","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,94910,415793,3322762,5255,8367,151152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC4"
2,1441672,3951853,36616567,86535,239235,1683414,219969,189129,1820618,191331,299506,1474490,11508,10086,78455,3424,6320,45333,1030,648,8676,392,1342,10313,194203,339793,1787206,11506,18274,110721,1401,3402,21320,1302,9387,42688,1560,1405,10165,145,233,2761,2255,6823,27960,74911,173854,413299,77,125,655,387,75,440,9,222,1579,2767,359539,1631255,11517655,18078,29500,101300,82,383,3128,43,57,298,19126,65373,418662,2,98,332,5341,8300,117402,423,2333,17654,109,588,3299,143,312,2835,"ITH3"
3,671107,2473815,23428844,37389,69466,494484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7363,18819,391147,3011,2555,15478,2,2,129,33,88,12830,"ITH5"
