"ID","count.12111","count.12112","count.12113","count.12121","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,2216510,12151,4406528,5472,4524,1563,2,10535,9268,8,24108,0,0,0,0,0,0,0,0,0,"RO31"
2,315547,120,643708,0,0,0,0,0,3495,0,3392,0,0,0,0,0,0,0,0,0,"RO41"
3,34019602,3715355,48162066,1907,7798,1687197,357206,3236827,227856,45007,677030,51724,17596,90292,5022,2204,33044,888,121,4327,"RO12"
