"ID","count.11121","count.11122","count.11123","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12913","count.11221","count.11222","count.11223","count.11321","count.11323","count.11921","count.11922","count.11923","count.12221","count.12222","count.12223","count.12912","count.12921","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.31923","count.11311","count.11312","count.11313","count.11322","count.12313","count.12922","count.31221","count.31222","count.31223","count.31321","count.31322","count.31323","count.32121","count.32123","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","NUTS_ID"
1,77658,4675,95472,448297,41564,537327,1091,111,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,0,0,0,0,0,0,0,0,0,10218,1376,176230,232387,48534,1848210,1796,27,3122,1585,273,23103,104274,28048,753625,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
3,1447909,114307,4796282,32054,932,281900,0,0,0,407604,52790,2204873,354527,57234,1878638,11619,1278,49185,67385,5626,218841,43437,4647,135083,2179,18363,15919,2017,37976,2081,9551,46657,5569,164953,12198,1487,36421,64,180,1066,83976,16610,197754,514,23,6932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES21"
4,3120749,418861,11203821,704027,15793,2723135,0,0,0,704428,95138,6529609,2879907,184374,20419919,62374,4181,280568,796187,55977,6185119,1638944,150904,10448441,101500,593853,159261,11102,288008,35933,313268,12240,1398,59674,158245,8224,321897,12304,1817,25687,141894,106281,585176,0,0,0,54,14,24264,6913,472,72,1111,934,455,16755,11061,52634,293,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES22"
5,0,0,0,0,0,0,0,0,0,731471,11007,3528199,703115,13616,3743865,50212,2033,160340,103855,6131,546345,159641,4476,835519,44660,190456,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,214,0,47286,0,0,0,0,0,0,0,0,0,0,0,4437,698,53491,4086,1170,94273,231,18,3251,856,163,5305,575,78,2798,"ES23"
