"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,1896,505,11527,147,14,5044,62,598,3514392,1736629,16103629,349451,57997,7580722,11485,951,183250,"PL84"
