"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.12121","count.12122","count.12123","count.12323","count.12921","count.12922","count.12923","count.12321","count.12322","NUTS_ID"
1,123376,58335,1252110,547,1101,15518,1992,279,7181,111509,47103,596265,646,1058,10974,936,328,8873,0,0,0,0,0,0,0,0,0,0,0,0,"CZ02"
2,4207239,1227498,18287139,380212,138344,1261294,23757,7329,257867,6676237,2074740,25855742,546135,195388,1909684,85195,20091,552575,12381,154,97517,180983,4251,2043558,2047,486,3,4067,0,0,"CZ05"
3,1396507,65945,3641799,129789,2508,165710,6224,219,16881,4528819,367788,16045485,904203,79307,2494012,43061,2887,236825,59,0,7968,70945,268,1383280,100526,3296,72,14576,992,5,"PL51"
