"ID","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19911","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.19111","count.19112","count.19113","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.91993","count.99111","count.99112","count.99113","count.99993","NUTS_ID"
1,1400825,891350,5349163,17936,7218,51246,73529,23855,1057826,54,1074,123452,1724,847882,1067,4,3929,43252,543,701494,1378,7,47017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRL0"
2,728723,174438,3274609,100047,7413,487340,19685,4427,510704,0,4884,106717,7060,1381770,17742,1677,60466,39045,946,531778,913,70,35820,197337,7308,1765302,373713,17120,1448164,8391,372,112600,20,1,9703,2394,231,24870,8047,298,59073,980,33,55911,763,255,8,7858,67,"FRJ1"
