"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,513335,360250,4656076,39077,20162,679188,21677,7894,1880863,7302375,2552536,45896560,2205369,301855,20767883,294007,56484,7525107,1033,113,28566,7364,593,58288,13216,2512,54536,693,33,3024,957,437,808660,58008,11739,373992,2329,39,38182,9564,1960,1057245,10524,2811,28789,4248,713,31538,"SE12"
2,0,0,0,0,0,0,0,0,0,162157,31174,944332,14353,464,146349,6750,2461,174980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE21"
