"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91113","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.11121","count.11122","count.11123","count.12311","count.12312","count.12313","count.19211","count.19213","count.91112","count.91211","count.91212","count.91213","count.91911","count.91912","count.99211","count.99212","count.99213","count.99991","count.99992","count.99993","NUTS_ID"
1,472687,25897,3376351,2355,60,8364,2257,42,55201,572,201,12736,962686,222956,3471786,1619,370,18011,44733,9607,119588,30799,3758,41852,16214,966,62210,416,1154,204,48733,20909,365736,62,2,2436,14960,4549,108104,31850,9102,83246,14831,3485,125596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL63"
2,2135860,168837,18306085,31827,3163,210352,6625,289,158984,21693,3432,162815,722154,174750,5588335,1863,562,99442,149215,32457,275618,2113,613,26531,6351,2480,100775,45909,513970,82635,15394,7739,238595,4317,1468,79012,18531,8837,118873,5116,1433,43026,9051,1787,214375,7141,67,61994,27910,1559,42633,33,635,7578,13720,3084,209331,12168,2233,691,212,12898,56,15,382,"EL65"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,144,11214,"EL62"
