"ID","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.11911","count.11912","count.11913","count.11211","count.11212","count.11213","count.12911","count.12912","count.12913","count.11221","count.11222","count.11223","NUTS_ID"
1,13148,12621,104732,115140,109885,607744,1922,1879,20371,244,41,197,43018,40688,174156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH02"
2,59820,13643,651411,258,1,443,232257,42890,2022594,1581,106,30299,897,199,15702,6297,11650,97855,1061,2086,5370,346,237,3812,15528,29653,212871,2824,3457,8790,0,0,0,0,0,0,0,0,0,0,0,0,"FRF1"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480642,133342,1319849,23619,12514,117400,0,0,0,34627,10668,25020,8294,3641,4894,1877,269,2854,0,0,0,0,0,0,0,0,0,"FRF2"
4,74225,15053,283207,0,0,0,2655068,1232253,13501577,494808,352320,2313420,15603,8631,111161,2747742,1009834,5520079,350513,172437,978299,14534,6351,40017,250426,91004,946917,119462,66331,670646,2658,863,25414,2294,158,7548,13881,5125,127664,0,0,0,"FRF3"
5,3350942,3779948,18293969,29993,34664,272121,1140318,944633,8213502,371787,272635,1424999,65640,36840,378345,2092368,1085391,7372352,602832,227034,1276101,412064,374259,1408844,713484,504090,3107228,244025,134480,456989,10139,10738,51443,0,0,0,24461,17397,133688,984,24,2492,"FRC2"
