"ID","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.99913","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,4289,174,323832,736,38,32274,15,27078,1725,427349,7381,1553,17869,"HR03"
