"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92993","count.99111","count.99112","count.99113","count.99313","count.99911","count.99912","count.99913","count.99991","count.19112","count.19311","count.19312","count.19313","count.19991","count.19992","count.19993","count.99311","count.99312","count.99992","count.99993","NUTS_ID"
1,438692,39164,665393,1433,1111,14826,20079,2313,176099,4927267,631311,14050626,58191,4884,404153,87557,11634,574513,102,5008,98,3,18400,80901,3952,178158,1102,804,24320,73376,2872,217743,209723,15620,1617939,6248,362,97535,131681,7512,768372,319,432,407,12,10862,937,9577,70,128032,7,0,0,0,0,0,0,0,0,0,0,0,"EE00"
2,0,0,0,0,0,0,0,0,0,319821,96038,2651989,26860,2165,154374,20008,3541,239143,1379,12608,6738,398,92958,0,0,0,0,0,0,0,0,0,31738,8209,337606,15575,2943,197755,12853,887,236974,0,0,461,7,14771,19214,7606,601,339289,634,196,148,2,1332,123,12,22748,1066,25,19,45968,"FI1B"
