"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,172309,64,1327605,1924,7,59639,339,4661,5680553,3192,43979440,192071,20,2621192,74586,533,957481,"FI1D"
