"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.11911","count.11912","count.11913","count.12921","count.12922","count.12923","count.31912","count.11211","count.11212","count.11213","count.11921","count.11922","count.11923","count.12211","count.12212","count.12213","count.31211","count.31212","count.31213","NUTS_ID"
1,217914,8384,46469,1126,165,69,179060,10170,31904,4566,127,157,140461,7419,149978,240283,11461,208993,241448,16594,59214,237214,10834,234135,2389,10,2001,755089,31610,171051,140456,3375,22027,679135,33644,161455,112553,4912,26128,1049,350,118,39,54,543899,41236,269345,359954,22984,257775,855120,83685,245683,592257,32432,283987,19182,2048,21858,4289,158,7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRC1"
2,1262669,313103,1380064,3326,354,2474,228552,39444,75994,1800,0,578,3926131,749691,5392181,5881140,716317,9256741,807097,243780,523016,1456369,230455,2792706,72756,7835,340777,1468757,218351,1185015,12604,2026,4491,1126917,120519,380720,18726,653,2924,12976,44464,0,0,0,1638379,225872,1683121,1632353,192250,1195519,1102658,157701,471828,1043571,107939,473837,38866,4229,187779,460,38,4952,34150,6048,78935,30155,2693,123394,2493,0,0,0,0,0,0,0,0,0,0,0,0,"FRK2"
3,1094657,743593,3527788,194464,125822,459049,170713,126012,183428,60310,38567,77311,1367409,728093,4320416,2174986,797467,6927277,429698,185595,579677,2061831,942922,6185651,15495,7617,119062,520757,171885,951873,0,0,179,227335,75109,112696,0,0,0,1604,6506,0,0,0,1238486,379897,1487163,176558,52131,247598,858201,307433,510088,98487,36118,120620,18300,6266,68265,0,0,0,2900,1365,16632,3209,1064,18056,601,498,1105,10564,72,250,4849,1475,2041,18817,187,101,4712,"FRK1"
