"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,24909,9345,510502,2074,70,17193,552,36,20262,"FI1D"
2,6760709,23086,81635349,754932,2799,7690532,202406,3090,2342154,"SE33"
