"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99313","count.99911","count.99912","count.99913","count.99993","count.12211","count.12212","count.12213","count.19912","count.19993","count.91211","count.91212","count.91213","count.92211","count.92212","count.92213","count.99991","NUTS_ID"
1,1123433,69219,3316495,437,14,2049,3618,203,24775,3109,560,21111,1839598,151241,10121734,5443,353,114108,60143,7846,758651,7,1,1161,146,21766,11953,1300,59332,104,29,1490,329254,21035,958808,39,3273,57529,6024,276791,68,2,9448,188,302,3,46573,1965,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,2805382,382432,13122539,199953,31424,1561708,0,0,0,39286,4117,142871,1971783,126681,3302424,283,3,22214,54712,3462,217871,845,68,7795,5096,54384,63870,18536,279116,1175,382,9519,87727,6953,495550,4,6974,4888,742,99657,695,22,2762,328,1434,18,8157,2650,7442,1278,35175,170,2823,1649,586,13525,13,5,1423,186,"FRI3"
