"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11311","count.11312","count.11313","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","NUTS_ID"
1,100505,107722,1557299,346,431,2434,723618,609614,2415166,214,364,7422,55276,17523,145593,0,0,0,0,0,0,0,0,0,"DE40"
2,122899,125473,1729452,537,393,14259,219166,272157,1114291,1711,659,27386,2283,1772,13152,246,17,2761,0,0,0,0,0,0,"DE80"
3,1985,728,3096,0,0,58,10025962,2864647,48429080,1351700,310784,11204616,365552,83359,2447044,0,0,0,16550,4726,68133,18880,3807,539427,"PL42"
4,0,0,0,0,0,0,1910446,605021,6469012,242728,43160,3245732,46730,8738,244639,0,0,0,0,0,0,0,0,0,"PL43"
