"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,6830707,95393,41635168,4827579,75197,20413270,11260,157,187774,44175,728,295957,1674006,41202,9720162,375762,11384,2035123,24014,260,19035,17258,172,111210,"ES41"
2,612826,9272,3807996,1113664,5122,1578670,0,0,0,7006,7,126658,101233,941,940775,132732,2768,260329,0,0,0,748,6,22575,"ES42"
3,389777,931,2304803,0,0,0,0,0,0,1163,0,16337,18661,0,98047,0,0,0,0,0,0,0,0,0,"ES23"
