"ID","count.11921","count.11922","count.11923","count.12921","count.12922","count.12923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","NUTS_ID"
1,66,1,31759,0,0,0,0,0,0,0,0,0,"BA01"
2,8393483,106099,15500473,99764,6019,458317,0,0,0,0,0,0,"BA02"
3,23955397,883722,41585686,607159,18960,1639060,1319017,103178,2817709,216491,11329,574469,"ME00"
4,29617,974,610160,0,0,0,0,0,0,0,0,0,"HR03"
5,33700,1307,125124,40837,3273,125707,122956,4553,181494,54658,2165,335317,"RS21"
