"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,97862,15040,143234,1097,1,402,5352,1808,5940,810575,114008,1144573,47436,16341,120163,17868,5656,17547,8296,4955,49639,129038,12251,138921,15466,324,5572,21586,2068,24913,312653,49258,601488,411,72,2017,132,10,78617,8737,157458,157372,8159,180741,1482,426,1588,113074,11462,192974,1451,31,858,"EL41"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,20,13888,0,0,0,0,0,0,241,23,2501,0,0,0,"TR22"
