"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","NUTS_ID"
1,112875,2,64788,3772588,26990,19369253,270917,416,872578,15878,21,169570,4031337,72482,28941735,0,0,0,0,0,0,"NO02"
2,569,0,124162,0,0,0,3405999,4057,23091171,1812590,2095,11816796,183663,437,1650515,3050,14,178402,275,7,4768,"SE31"
