"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,3420850,123099,14164870,7256,314,29351,960368,13882,2268715,102573,4791,441398,19201237,267477,31029172,24634,448,127497,10797585,114341,7143313,566155,7996,1944721,78742,14275,82873,1418,48,34,15029,716,197,7446,1474,12112,2080629,22576,1167100,2364713,9574,1128167,93275,431,157128,"ES43"
