"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2533479,799433,13763076,5156,1675,14874,55365,15704,231755,6197,728,34149,438,532,2470,9118,1514,52828,1454050,503267,8521473,144,67,483,1293,160,9961,6463,3515,63179,38130,10470,225962,"FRI1"
2,6845116,2796616,29596720,0,0,0,1774303,490945,11484928,2486,1806,20599,0,0,0,17594,3858,96458,2491304,1033163,13501904,0,0,0,175757,41473,982856,1278,1632,37028,34488,4714,195866,"FRJ2"
