"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12991","count.12993","count.19111","count.19112","count.19113","count.19121","count.19123","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.19991","count.19993","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,16376,13170,52083,127498,94988,466521,1470,3761,8018,10608,9820,36964,297,262,2125,2755,5915,16267,905464,795332,5090388,1298996,1228049,4704794,937939,912932,4964226,436298,418818,1148582,48338,35129,328906,8261,6091,52128,66,451,8689,2130,49620,5,300,433,85,3965,4520,1441,36020,39,26,270,463,948,4918,1310,7149,3,35,103,145,264268,260928,1069341,271652,276684,680807,485580,500092,1636802,216427,277136,540943,278,55,3430,356,131,4313,4175,3765,8693,3453,2578,6769,641,321,1068,211724,91034,734483,747,861,1008,201300,88443,640323,1085,496,1743,63189,17383,248996,498,1,2896,3122,1119,22493,1116,301,6727,11257,2422,64403,1401,579,9014,"FRH0"
