"ID","count.11111","count.11112","count.11113","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99993","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.92211","count.92213","NUTS_ID"
1,26782,9398,296396,100,1726,366,23102,135227,41333,1407625,2639,826,52213,10744,5902,148448,6710,3237,65663,1022,4010,2724,69869,2,1,371,9870,3423,137000,408,226,7518,1240,770,34438,77053,30051,825650,1103,610,23724,16953,9953,233915,11351,6696,132460,7,2104,13887,6137,221328,3,6806,0,0,0,0,0,0,0,0,"EL52"
2,24444,1940,206645,0,2944,338,6468,1486977,447641,15655603,13967,2436,857747,64651,19651,735500,7677,5368,179341,0,2635,1777,68949,0,0,0,0,0,0,0,0,0,0,0,0,36875,19305,1103306,893,197,51760,716,378,60812,146,113,74186,0,0,385,317,33269,0,0,21401,1862,87259,84158,15266,483854,38,2162,"EL61"
