"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19311","count.19313","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","NUTS_ID"
1,175524,74627,435126,81291,27386,219423,12112,6854,60711,95,676,1524,865,6461,63794,24380,115866,37802,14797,63590,42267,12581,55985,87263,36518,138719,13853,9877,31864,566,184,1542,412,5395,2855,861,13809,"FRD1"
