"ID","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19313","count.19911","count.19912","count.19913","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99993","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.12211","count.12212","count.12213","count.91111","count.91112","count.91113","count.92311","count.92312","count.99992","NUTS_ID"
1,257,664780,195461,2087576,14112,2851,22796,6495,3324,131408,805,734,25267,1132,376,20,28708,71,34,5286,47625,10713,749821,500,9787,1417,291050,723,9,14922,198,43,22643,706,238,89172,228,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITG2"
2,31760,1302201,497068,21752633,12383,5139,1033191,83839,40966,1589328,307,9,11273,550,330,107,55464,504,201,62493,89365,49192,1239614,14367,51902,23978,895224,68,14,14622,12,11,9593,1390,1049,100857,812,13617,10469,4366,991522,22,6,42374,1057,641,265,286,1949,16958,3015,232583,1270,363,44,"FRM0"
