"ID","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19921","count.19922","count.19923","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.39121","count.39122","count.39123","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91321","count.91322","count.91323","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92921","count.92922","count.92923","count.92991","count.92993","count.99121","count.99122","count.99123","count.99321","count.99323","count.99921","count.99922","count.99923","count.99991","NUTS_ID"
1,762687,141083,778509,33978,1432,40951,76697,10775,188951,3260814,277297,4475268,285780,11817,586094,58163,3830,103874,3307,519,62384,5671,271,154709,7310303,2341363,4075034,57981,6444,47829,88772,42906,157497,20439053,4889157,9089615,259041,27499,314154,117761,37542,178473,8274,4209,97061,3051,1022,63911,306349,84780,313378,2362,29,5016,81002,30544,102913,691464,237721,426063,207011,71972,137635,114,180,900,177,20905,14,79,5167,650,80099,4,"IE05"
