"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.32211","count.32213","NUTS_ID"
1,2083177,229654,7381396,1290,81,43928,1472890,161054,2739610,17015,7772,58268,1610640,147004,6679916,78,45,4578,491945,53280,2204590,30522,5176,101392,185874,38468,585455,2500,233034,36024,888144,1740,578,4351,1163362,473463,1421312,1346769,330256,4187455,17556,5685,76040,0,0,"ES61"
2,3197608,732342,11550409,7164,913,37459,1050317,303212,1819821,37582,10121,160857,6103923,1353658,21300734,548,34,4382,2978773,782323,2379828,65213,21881,500259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES42"
3,285933,3048,703615,0,0,0,42668,221,134893,7835,390,27209,1773186,19491,2356128,0,0,0,454379,3496,361718,211119,3938,438506,53980,5537,87931,0,9662,1807,10018,0,0,220,972643,21296,447817,249023,4588,67702,111980,627,202168,2238,262,"ES43"
