"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.19111","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,22033,3370,118017,50,1,1449,5290,412,14553,2,556,345,48,4673,18264,2570,191656,273,58,4669,6510,1128,41756,12,2,1311,193,23,6398,"ITF4"
