"ID","count.11111","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11112","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,487,1410,90903,5791,396657,55867,3803,256918,2313,84,14603,0,0,0,0,0,0,0,"RO22"
2,2273134,8535716,9710697,2117550,50629165,1819381,253258,9888708,298474,70584,1486538,116576,574532,38764,1760442,36068,3984,158883,"RO31"
3,0,0,975809,352513,6014340,17340,14195,176292,152667,52697,1547105,0,0,0,0,0,0,0,"RO32"
4,15,1689,16359,421,77262,0,0,0,0,0,0,6,0,0,0,0,0,0,"RO12"
