"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.12122","count.11311","count.11312","count.11313","NUTS_ID"
1,3867137,808300,15510954,632751,59117,2269401,2522866,1463517,16265696,2440,1192,7905,67133,14343,274681,17981,153,15884,676615,482849,4569114,904,2317,1103234,829045,6583078,52782,31310,363005,270,17,9948,20,13,4480,729,294,23432,2329,1533,22292,20174,10075,201913,129,70,1315,9312,3576,97623,3043,1999,43365,1744,304,9862,166,42,3577,453,58,7050,224,109,8371,0,0,0,0,"ITI3"
2,15514,11041,43980,16882,4470,59245,167,94,89,995,388,767,0,0,0,421,28,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH5"
3,11412,12902,86293,97650,52688,415780,5692,2559,10734,3421,7027,19302,0,0,0,2335,93,12233,12035,15298,82534,8154,38714,1282,5051,15992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468,0,0,0,"ITI1"
4,3142792,1072837,15426871,409494,60219,1956392,521085,249079,1649767,17444,4107,61292,20023,6558,104519,700,212,1888,1587962,934603,8857960,0,0,227500,115831,915264,59936,25924,382378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,17471,"ITI2"
