"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12123","count.12311","count.12312","count.12313","count.12321","count.12323","count.12911","count.12912","count.12913","NUTS_ID"
1,562307,60604,4301836,154228,27040,1661318,20230,545,111567,9254051,1243619,46589861,269,52453,2766003,504543,20910238,1,459,252123,23214,1246319,"PL51"
2,0,0,0,0,0,0,0,0,0,284341,118439,1654169,0,0,8662,1705,55449,0,0,19362,2939,46699,"PL41"
3,0,0,0,0,0,0,0,0,0,827454,174631,4083966,0,0,342519,65963,2522872,0,0,18225,1728,28049,"PL43"
