"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12221","count.12222","count.12223","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32921","count.32922","count.32923","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12211","count.12212","count.12213","NUTS_ID"
1,62969,65280,447610,5158709,963515,8296590,409,948,3665,10619,14780,50736,12046,22348,39118,333306,10395,388812,187041,232696,1331911,4016793,1605745,7138929,125,107,2246,51393,94403,553232,72559,110348,167237,1181,796,18848,84500,5488,144107,169098,96864,162854,698,64,1251,232081,54241,228545,147,162,178,0,0,0,0,0,0,0,0,0,"FRI1"
2,589159,62688,9076563,2616380,50686,1960743,0,0,0,0,0,0,0,0,0,674607,5375,1305517,678894,227000,11888694,656230,15500,1465292,77,0,7023,0,0,0,0,0,0,18918,9498,266745,141025,915,261740,0,0,0,0,0,0,0,0,0,0,0,0,771854,144943,9177429,9405,2023,87990,223370,116055,3959303,"ES24"
3,47374,5120,912070,1258093,144434,4301709,0,0,0,0,0,0,789,171,1540,40275,1235,106886,72291,6453,2434154,309990,14033,2795210,7661,2171,156527,0,0,0,0,0,0,888,200,18155,10,0,2753,0,0,0,0,0,0,0,0,0,0,0,0,58678,3033,463157,693,56,5479,45804,9371,797944,"ES22"
4,121542,27223,139399,1230128,53741,1505481,0,0,0,3962,3420,7172,0,0,0,152438,1264,333199,142679,87504,414363,520397,77074,933838,0,0,0,7251,16816,64060,0,0,0,10652,918,31167,206556,3389,697260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23152,43,40141,0,0,0,"FRJ2"
