"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","NUTS_ID"
1,2178467,379549,7919438,99662,9923,247243,478203,72310,1542745,17372,2699,32712,3842,1203,149298,10653467,2748331,43049031,90724,8325,680722,1155868,194377,5185438,12087,467,71095,159648,74809,1394094,"PL21"
2,1374947,285385,3073247,0,0,0,276208,45333,498761,0,0,0,12163,3559,43037,1968301,804753,8175789,0,0,0,271327,37344,728870,0,0,0,23621,6974,67252,"PL72"
3,129158,59625,1332814,0,0,0,10847,4777,126563,0,0,0,0,0,0,202912,214393,1276694,0,0,0,16259,27784,278154,0,0,0,2426,166,7408,"PL22"
