"ID","count.12111","count.12112","count.12113","count.12311","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99921","count.99922","count.99923","count.99993","count.11921","count.11922","count.11923","count.99991","count.99992","NUTS_ID"
1,57790,675,156605,4516,6695,1992318,2595,5426988,9250454,171155,41564216,32224,5815,614588,10738,18,293948,32064,583,581705,67586,19758,713090,183,0,0,0,0,0,"NO06"
2,0,0,0,0,0,0,0,0,4050464,84100,19207482,36905,1895,829334,0,0,0,234872,69804,1910135,51686,14725,959655,38481,99395,3885,771651,2027,5,"NO07"
3,29404,27,98499,2442,14847,418,19,9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE32"
