"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,1240352,26306,5179808,13118,102,100171,148129,2845,544467,13537,127,34355,1448681,52238,13719046,8051,719,110535,368119,8604,1862200,17778,570,142133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES61"
2,3032109,188042,14137410,79444,4805,691834,792926,28723,1616492,50987,4397,326069,5303690,264872,16178388,47039,2180,273492,3116880,106741,7899470,72114,4373,389900,54366,1823,173774,28974,677,80689,2,366209,7222,819273,315191,5485,509576,3151,14,19483,"ES43"
3,249302,16040,738960,1201,28,29811,490,91,4889,0,0,4,4615268,164919,6537638,4892,7,10071,1773925,75000,2071232,130694,18145,1155167,33,0,30,0,0,0,0,153835,1887,162879,30598,217,12470,0,0,0,"PT1C"
