"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39311","count.39312","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.91991","count.91993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99313","count.99911","count.99912","count.99913","count.99991","count.99993","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.92993","count.99121","count.99122","count.99123","count.99311","count.99312","count.99321","count.99322","count.99323","count.99921","count.99922","count.99923","NUTS_ID"
1,274389,117079,1193473,184338,93287,391858,37221,22295,371820,203,24,1555,23,5,246,4969,420,25448,197294,94052,410574,193779,105394,337356,9067,3876,75318,134,66,143,10,32,126,113,565,157,59,2769,131,151,8128,304,691,66377,37277,367293,5337,4634,24106,68802,36678,379096,644,14,2015,105,7161,1441,36347,99,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRG0"
2,562499,283172,1301709,180893,89675,353112,43850,17097,131170,3615,598,10485,0,0,0,7764,1502,26308,119213,46563,295524,116605,50823,226805,3234,890,22461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54844,32456,128233,3142,810,9344,84036,20115,239158,6,0,34,501,10178,964,40537,233,1383,192028,183999,281599,653,1222,1042,27010,12868,47679,78,1431,679,6997,147,26,279,104,1700,8508,5235,31879,"FRH0"
