"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","NUTS_ID"
1,1528536,775496,12521795,126713,76036,938478,19029,4550,157130,2508905,1089273,17122817,173666,99884,964994,52471,20864,678467,0,0,0,"DE27"
2,2774715,759710,11975683,13726,5695,120244,23581,4261,155960,457378,109002,885383,1027,746,31190,7033,706,138967,83,3,2414,"DE25"
3,605098,536883,5761998,4539,6491,54163,13531,5145,128087,105844,98061,992252,20193,26699,48997,2119,628,70732,0,0,0,"DE14"
4,89467,130634,987739,246,110,15471,1882,450,4660,36328,75273,597594,157,2120,18442,776,358,18277,0,0,0,"DE21"
5,4617010,2646677,21905503,84989,40193,413326,52458,20651,371207,383011,139527,2376908,14153,3728,98084,3793,1836,29891,632,547,7821,"DE11"
