"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,147376,79365,593908,2,3,1988,2740,398,28365,324,137,9779,407221,262712,1766813,26,40,2941,5627,2027,52343,10761,12362,196014,243,92,9957,531,601,38505,10261,2924,18732,764,467,1773,15626,5636,82945,608,155,233,34,19,1447,209,60,28431,19391,1651,89323,3252,110,31480,245089,153631,1092686,3517,1736,17247,19266,9557,218959,3143,1686,67992,2329,1239,64716,"ITG2"
