"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12923","NUTS_ID"
1,265880,58560,2167097,19573,6221,355102,7882,2459,50108,132845,110234,723405,8342,1322,49275,1784,457,5404,0,0,0,0,0,0,0,0,"DED2"
2,963800,435531,12339288,14462,8389,347844,39599,8137,226950,1893463,678896,23934981,39492,20342,783938,85236,18217,654778,0,0,0,0,0,0,0,0,"CZ02"
3,817430,174697,4910326,43436,3931,169650,7528,2129,68750,2784400,432141,10049082,238747,34544,690204,54212,6700,439246,0,0,0,0,0,0,0,0,"CZ04"
4,1262999,433581,4339184,166813,49788,582149,12194,1692,47338,3361790,920435,12577010,463703,116399,1591006,57788,9744,320933,62095,524,1451255,893,6,93331,299,22201,"CZ05"
5,24651,3342,161035,82,14,2344,1623,215,19353,301680,41229,2539706,1226,253,33522,86993,15367,621757,0,0,0,0,0,0,0,0,"CZ01"
6,27661,2854,139027,2313,159,19867,7280,347,115300,38209,3508,133415,322,158,1838,0,0,0,13681,133,298440,493,10,8997,0,0,"PL51"
