"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.11322","NUTS_ID"
1,1057967,76513,1186492,351745,23982,192971,20553,1335,20046,3753,5791,35115,1190,69218,17009,398,19511,14076,493,34450,146655,3789,45918,1542,34,6490,2498,152,4819,9975,114,428773,4068,38,93811,7164351,475585,3371220,8897571,439876,2421386,466062,15113,289657,105415,2647,62568,60078,4324,81599,24085,1463,40960,112892,13351,91836,1694131,81585,532778,11636,837,21255,92873,5580,60900,5159,137,260446,23989,818,223657,0,"IE06"
2,243937,15470,366438,13710757,469652,5163299,11758,788,7867,807305,438357,8321,434,23151,125631,4303,233968,1781,12,6657,3900440,85685,2260821,11,1,680,748074,15123,386239,602,3,109193,54000,769,774562,480295,20539,319288,21068220,1055112,5448673,9584,270,7530,286826,15909,227167,5997,2,11459,106377,6475,165435,7418,75,8939,4390380,150128,1292227,284,0,3187,134611,5901,104619,887,1,184363,35524,949,362532,22469,"IE04"
